"Story","Title","Result","Date","Stability","Duration (s)"
"CAP_F_003 - Valorar publicacion de blog","Cargando el Post a Valorar","SUCCESS","2022-07-06T19:15:38.098-05:00[America/Bogota]","0.0","216.3"
